"comppct_l"|"comppct_r"|"comppct_h"|"compname"|"compkind"|"majcompflag"|"otherph"|"localphase"|"slope_l"|"slope_r"|"slope_h"|"slopelenusle_l"|"slopelenusle_r"|"slopelenusle_h"|"runoff"|"tfact"|"wei"|"weg"|"erocl"|"earthcovkind1"|"earthcovkind2"|"hydricon"|"hydricrating"|"drainagecl"|"elev_l"|"elev_r"|"elev_h"|"aspectccwise"|"aspectrep"|"aspectcwise"|"geomdesc"|"albedodry_l"|"albedodry_r"|"albedodry_h"|"airtempa_l"|"airtempa_r"|"airtempa_h"|"map_l"|"map_r"|"map_h"|"reannualprecip_l"|"reannualprecip_r"|"reannualprecip_h"|"ffd_l"|"ffd_r"|"ffd_h"|"nirrcapcl"|"nirrcapscl"|"nirrcapunit"|"irrcapcl"|"irrcapscl"|"irrcapunit"|"cropprodindex"|"constreeshrubgrp"|"wndbrksuitgrp"|"rsprod_l"|"rsprod_r"|"rsprod_h"|"foragesuitgrpid"|"wlgrain"|"wlgrass"|"wlherbaceous"|"wlshrub"|"wlconiferous"|"wlhardwood"|"wlwetplant"|"wlshallowwat"|"wlrangeland"|"wlopenland"|"wlwoodland"|"wlwetland"|"soilslippot"|"frostact"|"initsub_l"|"initsub_r"|"initsub_h"|"totalsub_l"|"totalsub_r"|"totalsub_h"|"hydgrp"|"corcon"|"corsteel"|"taxclname"|"taxorder"|"taxsuborder"|"taxgrtgroup"|"taxsubgrp"|"taxpartsize"|"taxpartsizemod"|"taxceactcl"|"taxreaction"|"taxtempcl"|"taxmoistscl"|"taxtempregime"|"soiltaxedition"|"castorieindex"|"flecolcomnum"|"flhe"|"flphe"|"flsoilleachpot"|"flsoirunoffpot"|"fltemik2use"|"fltriumph2use"|"indraingrp"|"innitrateleachi"|"misoimgmtgrp"|"vasoimgtgrp"|"mukey"|"cokey"
65|82|100|"Laneville"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Low"|5|56|5|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Moderately well drained"|76|92|107|80|150|220|"flood plains on coastal plains"||0.3||18|19|19|1118|1169|1219||||235|243|250|2|"w"|||""|||"1"|||||||||||||||||||"None"|0|0|0||||"C"|"High"|"High"|"Fine-silty, siliceous, thermic Fluvaquentic Eutrochrepts"|"Inceptisols"|"Ochrepts"|"Eutrochrepts"|"Fluvaquentic Eutrochrepts"|"fine-silty"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578226|24242688
0|10|10|"Iulus"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|15|30|46|80|150|220|"flood plains on coastal plains"||||17.8|18.3|19|1143|1295|1397||||221|229|236||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578227|24243035
5|6|10|"Mattex"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|"Wooded under natural conditions"|"Yes"|"Somewhat poorly drained"|15|30|46|80|150|220|"flood plains on coastal plains"||||17.8|18.3|19|1143|1295|1397||||221|229|236||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, active, acid, thermic Aeric Fluvaquents"|"Entisols"|"Aquents"|"Fluvaquents"|"Aeric Fluvaquents"|"fine-loamy"|"not used"|"active"|"acid"|"thermic"|"Aeric"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578227|24243036
80|84|95|"Laneville"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Low"|5|56|5|"None - deposition"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|15|30|46|80|150|220|"flood plains on coastal plains"||0.3||17.8|18.3|19|1143|1295|1397||||221|229|236|5|"w"||5|"w"|||"1f"|||||||||||||||||||"None"|0|0|0|0|0|0|"C/D"|"High"|"High"|"Fine-silty, siliceous, active, thermic Fluvaquentic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Fluvaquentic Eutrudepts"|"fine-silty"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578227|24243037
80|85|90|"Latex"|"Series"|"Yes"|""|""|1|2|3|61|61|91|"Low"|5|86|3|"Class 1"|"Grass/herbaceous cover"|""|""|"No"|"Moderately well drained"|46|92|137|80|150|220|"marine terraces on coastal plains"||0.23||18|19|20|1016|1118|1219||||220|235|250|2|"e"|||""|||"1a"|||||||||||||||||||"None"|0|0|0||||"B"|"High"|"High"|"Fine-loamy, siliceous, thermic Glossic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Glossic Paleudalfs"|"fine-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578228|24243052
0|5|10|"Metcalf"|"Series"|"No "|""|""|0|1|2|30|61|91|"Low"|5|56|5|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Somewhat poorly drained"|46|92|137|80|150|220|"interfluves on coastal plains"||0.23||18|19|20|1016|1118|1219||||220|235|250|2|"w"||2|"w"|||"1a"|||||||||||||||||||"None"|0|0|0|0|0|0|"C/D"|"High"|"High"|"Fine-silty, siliceous, semiactive, thermic Glossaquic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Glossaquic Paleudalfs"|"fine-silty"|"not used"|"semiactive"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578228|24243053
0|5|10|"Eastwood"|"Series"|"No "|""|""|1|3|5|49|61|91|"High"|4|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|46|92|137|80|150|220|"interfluves on coastal plains"||0.23||17.8|18.9|20|1016|1118|1219||||220|235|250|4|"e"||4|"e"|||"4ca"|||||||||||||||||||"None"|0|0|0|0|0|0|"D"|"Moderate"|"Moderate"|"Fine, smectitic, thermic Chromic Vertic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Chromic Vertic Hapludalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578228|24243054
0|5|10|"Scottsville"|"Series"|"No "|""|""|0|1|2|30|61|91|"Very high"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|46|92|137|80|150|220|"interfluves on coastal plains"||0.23||18|19|20|1016|1118|1219||||220|235|250|2|"w"||2|"w"|||"1"|||||||||||||||||||"None"|0|0|0|0|0|0|"D"|"Moderate"|"High"|"Fine-loamy over clayey, siliceous over smectitic, semiactive, thermic Glossaquic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Glossaquic Paleudalfs"|"fine-loamy over clayey"|"not used"|"semiactive"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578228|24243055
0|5|20|"Bowie"|"Series"|"No "|""|""|2|4|5|49|55|91|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|31.7|111.9|221.1|1|179|359|"interfluves on coastal plains"||||11.9|18.2|24.5|1100|1205|1430||||230|240|255||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, semiactive, thermic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Plinthic Paleudults"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578229|24242665
70|90|100|"Lilbert"|"Series"|"Yes"|""|""|2|4|5|49|55|91|"Very low"|5|134|2|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|31.7|111.9|221.1|1|179|359|"interfluves on coastal plains"||0.3||11.9|18.2|24.5|1100|1205|1430||||230|240|255|3|"e"||3|"e"|||"3"|||||||||||||||||||"None"|0|0|0|0|0|0|"B"|"High"|"Moderate"|"Loamy, siliceous, semiactive, thermic Arenic Plinthic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Arenic Plinthic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578229|24242666
0|5|10|"Darco"|"Series"|"No "|""|""|2|4|5|49|55|91|""||||"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Somewhat excessively drained"|31.7|111.9|221.1|1|179|359|"interfluves on coastal plains"||||11.9|18.2|24.5|1100|1205|1430||||230|240|255||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Loamy, siliceous, semiactive, thermic Grossarenic Paleudults"|"Ultisols"|"Udults"|"Paleudults"|"Grossarenic Paleudults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578229|24242667
0|10|15|"Tenaha"|"Series"|"No "|""|""|15|25|35|15|15|21|"Medium"|4|134|2|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|60|110|150|0|150|360|"interfluves on coastal plains"||0.3||16|17|20|1066|1169|1346||||200|250|300|7|"e"||7|"e"|||"7"|||||||||||||||||||"None"|0|0|0|0|0|0|"B"|"High"|"Moderate"|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578230|24243229
85|90|100|"Geneva"|"Series"|"Yes"|""|""|15|25|40|15|15|21|"Very high"|3|48|6|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|60|110|150|0|150|360|"hillsides on interfluves on coastal plains"||0.23||16|17|20|1066|1169|1346||||200|250|300|6|"e"||6|"e"|||"4ca"|||||||||||||||||||"None"|0|0|0|0|0|0|"D"|"High"|"Moderate"|"Fine, smectitic, thermic Vertic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Vertic Hapludalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578230|24243230
85|90|95|"Mattex"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"High"|5|48|6|"None - deposition"|"Tree cover"|"Hardwoods"|"Wooded under natural conditions"|"Yes"|"Somewhat poorly drained"|49|103|163|0|135|360|"flood plains on coastal plains"||0.23||17.8|18.3|19|1143|1270|1397||||220|228|239|5|"w"||5|"w"|||"2af"|||||||||||||||||||"None"|0|0|0|0|0|0|"B/D"|"High"|"High"|"Fine-loamy, siliceous, active, acid, thermic Fluvaquentic Epiaquepts"|"Inceptisols"|"Aquepts"|"Epiaquepts"|"Fluvaquentic Epiaquepts"|"fine-loamy"|"not used"|"active"|"acid"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578231|24242730
3|5|8|"Iulus"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|49|103|163|0|135|360|"flood plains on coastal plains"||||17.8|18.3|19|1143|1270|1397||||220|228|239||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578231|24242731
2|5|7|"Laneville"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|49|103|163|0|135|360|"flood plains on coastal plains"||||17.8|18.3|19|1143|1270|1397||||220|228|239||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-silty, siliceous, active, thermic Fluvaquentic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Fluvaquentic Eutrudepts"|"fine-silty"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578231|24242732
35|40|45|"Owentown"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Negligible"|5|56|5|"Class 1"|"Tree cover"|""|""|"No"|"Moderately well drained"|46|61|76|80|150|220|"flood plains on coastal plains"||0.23||18|19|20|1016|1092|1168||||240|250|260|2|"w"|||""|||"1"|||||||||||||||||||"None"|0|0|0||||"C"|"Moderate"|"High"|"Coarse-loamy, siliceous, thermic Fluventic Dystrochrepts"|"Inceptisols"|"Ochrepts"|"Dystrochrepts"|"Fluventic Dystrochrepts"|"coarse-loamy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578232|24242886
40|45|50|"Mattex"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Negligible"|5|48|6|"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Somewhat poorly drained"|46|69|91|80|150|220|"flood plains on coastal plains"||0.23||18|19|20|1016|1118|1219||||230|240|250|5|"w"|||""|||"10"|||||||||||||||||||"None"|0|0|0||||"B/D"|"High"|"High"|"Fine-loamy, siliceous, acid, thermic Aeric Fluvaquents"|"Entisols"|"Aquents"|"Fluvaquents"|"Aeric Fluvaquents"|"fine-loamy"|"not used"|"not used"|"acid"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578232|24242887
10|15|20|"Naconiche"|"Series"|"No "|""|""|0|1|2|30|61|91|""||||"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Very poorly drained"|46|69|91|80|150|220|"flood plains on coastal plains"||||18|19|20|1016|1118|1219||||||||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Sandy, siliceous, thermic Cumulic Humaquepts"|"Inceptisols"|"Aquepts"|"Humaquepts"|"Cumulic Humaquepts"|"sandy"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578232|24242888
0|10|15|"Latex"|"Series"|"No "|""|""|1|2|3|60|91|91|"Low"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|52|114|175|0|150|360|"interfluves on coastal plains"||0.23||17|18|18|1194|1270|1346||||219|230|240|2|"e"||2|"e"|||"1a"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"High"|"High"|"Fine-loamy, siliceous, semiactive, thermic Glossic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Glossic Paleudalfs"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578233|24242735
75|80|100|"Hallsummit"|"Series"|"Yes"|""|""|1|2|3|61|91|91|"High"|5|134|2|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|52|114|175|0|150|360|"interfluves on coastal plains"||0.23||17|18|18|1194|1270|1346||||219|230|240|3|"e"||3|"e"|||"3"|||||||||||||||||||"None"|0|0|0|0|0|0|"C"|"High"|"Moderate"|"Fine, mixed, semiactive, thermic Ultic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Ultic Hapludalfs"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578233|24242736
0|10|15|"Keatchie"|"Series"|"No "|""|""|1|2|3|61|61|91|"Low"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|52|114|175|0|150|360|"ridges on interfluves on coastal plains"||0.29||17|18|18|1194|1270|1346||||219|230|240|2|"e"||2|"e"|||"3"|||||||||||||||||||"None"|0|0|0|0|0|0|"B"|"Moderate"|"Low"|"Fine-loamy, siliceous, semiactive, thermic Glossic Paleudalfs"|"Alfisols"|"Udalfs"|"Paleudalfs"|"Glossic Paleudalfs"|"fine-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"thirteenth edition"|||||||"N/A"|"N/A"|||||578233|24242737
5|10|15|"Hainesville"|"Series"|"No "|""|""|0|1|2|30|61|91|""||||"Class 1"|""|""|""|"No"|"Somewhat excessively drained"|17|58.5|133|0|135|360|"stream terraces on coastal plains"||||17.8|18.4|19|1117|1292|1397||||223|234|243||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Thermic, coated Lamellic Quartzipsamments"|"Entisols"|"Psamments"|"Quartzipsamments"|"Lamellic Quartzipsamments"|"not used"|"not used"|"not used"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578234|24242832
35|40|45|"Besner"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Negligible"|5|86|3|"Class 1"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Well drained"|17|58.5|133|0|135|360|"mounds on stream terraces on coastal plains"||0.23||17.8|18.4|19|1117|1292|1397||||223|234|243|2|"e"||2|"e"|||"3"|||||||||||||||||||"None"|0|0|0|0|0|0|"B"|"Moderate"|"Moderate"|"Coarse-loamy, siliceous, semiactive, thermic Typic Glossudalfs"|"Alfisols"|"Udalfs"|"Glossudalfs"|"Typic Glossudalfs"|"coarse-loamy"|"not used"|"semiactive"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578234|24242833
40|50|60|"Mollville"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Negligible"|5|56|5|"None - deposition"|"Tree cover"|"Intermixed conifers and hardwoods"|"Wooded under natural conditions"|"Yes"|"Poorly drained"|17|58.5|133|0|135|360|"open depressions on stream terraces on coastal plains"||0.29||17.8|18.4|19|1117|1292|1397||||223|234|243|4|"w"||4|"w"|||"10"|||||||||||||||||||"None"|0|0|0|0|0|0|"C/D"|"Moderate"|"High"|"Fine-loamy, siliceous, active, thermic Typic Glossaqualfs"|"Alfisols"|"Aqualfs"|"Glossaqualfs"|"Typic Glossaqualfs"|"fine-loamy"|"not used"|"active"|"not used"|"thermic"|"Typic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578234|24242834
0|5|10|"Iulus"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|128|133|137|80|150|220|"flood plains on coastal plains"||||18|19|19|1067|1169|1270||||211|218|237||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Coarse-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Fluvaquentic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578235|24242892
0|5|10|"Kawah"|"Series"|"No "|""|""|0|1|2|30|61|91|""||||"Class 1"|""|""|""|"No"|"Somewhat poorly drained"|128|133|137|80|150|220|"interfluves on coastal plains"||||18|19|19|1067|1169|1270||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Thermic, coated Aquic Quartzipsamments"|"Entisols"|"Psamments"|"Quartzipsamments"|"Aquic Quartzipsamments"|""|"not used"|"not used"|""|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578235|24242893
85|90|95|"Naconiche"|"Series"|"Yes"|""|""|0|1|2|30|61|91|"Very high"|5|86|3|"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Very poorly drained"|128|133|137|80|150|220|"flood plains on coastal plains"||0.16||18|19|19|1067|1169|1270||||235|243|250|7|"w"|||""|||"10"|||||||||||||||||||"None"|0|0|0||||"B/D"|"High"|"High"|"Sandy, siliceous, thermic Cumulic Humaquepts"|"Inceptisols"|"Aquepts"|"Humaquepts"|"Cumulic Humaquepts"|"sandy"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578235|24242894
2|5|7|"Laneville"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|""|""|""|"No"|"Moderately well drained"|49|93|136|0|135|360|"flood plains on coastal plains"||||17.8|18.9|20.6|1143|1270|1397||||221|228|237||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine-silty, siliceous, active, thermic Fluvaquentic Eutrudepts"|"Inceptisols"|"Udepts"|"Eutrudepts"|"Fluvaquentic Eutrudepts"|"fine-silty"|"not used"|"active"|"not used"|"thermic"|"Aquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578236|24242638
3|5|8|"Mattex"|"Series"|"No "|""|""|0|0.5|1|30|30|61|""||||"Class 1"|"Tree cover"|""|"Wooded under natural conditions"|"Yes"|"Somewhat poorly drained"|49|93|136|0|135|360|"flood plains on coastal plains"||||17.8|18.9|20.6|1143|1270|1397||||221|228|237||""|||""|||"10"|||||||||||||||||||"None"|||||||""|""|""|"Fine-loamy, siliceous, active, acid, thermic Aeric Fluvaquents"|"Entisols"|"Aquents"|"Fluvaquents"|"Aeric Fluvaquents"|"fine-loamy"|"not used"|"active"|"acid"|"thermic"|"Aeric"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578236|24242639
85|90|95|"Owentown"|"Series"|"Yes"|""|""|0|0.5|1|30|30|61|"Negligible"|5|86|3|"None - deposition"|"Tree cover"|"Intermixed conifers and hardwoods"|""|"No"|"Moderately well drained"|49|93|136|0|135|360|"flood plains on coastal plains"||0.23||17.8|18.9|20.6|1143|1270|1397||||221|228|237|2|"w"||2|"w"|||"1"|||||||||||||||||||"None"|0|0|0|0|0|0|"B"|"Moderate"|"Moderate"|"Coarse-loamy, siliceous, active, thermic Oxyaquic Dystrudepts"|"Inceptisols"|"Udepts"|"Dystrudepts"|"Oxyaquic Dystrudepts"|"coarse-loamy"|"not used"|"active"|"not used"|"thermic"|"Oxyaquic"|"thermic"|"twelfth edition"|||||||"N/A"|"N/A"|||||578236|24242640
90|95|100|"Pirkey"|"Series"|"Yes"|""|""|1|3|5|49|61|91|"Medium"|5|86|3|"Class 1"|"Tree cover"|""|""|"No"|"Well drained"|61|92|122|80|150|220|"interfluves on coastal plains"||0.23||18|19|19|1118|1220|1321||||230|235|240|4|"e"|||""|||"3"|||||||||||||||||||"None"|0|0|0||||"C"|"High"|"Moderate"|"Fine-loamy, siliceous, acid, thermic Ultic Udarents"|"Entisols"|"Arents"|"Udarents"|"Ultic Udarents"|"fine-loamy"|"not used"|"not used"|"acid"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578237|24242895
0|3|5|"Cuthbert"|"Series"|"No "|""|""|5|10|15|21|37|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|61|92|122|80|150|220|"interfluves on coastal plains"||||18|19|20|1118|1220|1321||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578237|24242896
0|2|5|"Kirvin"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|61|92|122|80|150|220|"interfluves on coastal plains"||||18|19|19|1118|1220|1321||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578237|24242897
90|95|100|"Pirkey"|"Series"|"Yes"|""|""|5|9|12|30|38|49|"High"|5|86|3|"Class 1"|"Tree cover"|""|""|"No"|"Well drained"|61|92|122|80|150|220|"interfluves on coastal plains"||0.23||18|19|19|1118|1220|1321||||230|235|240|6|"e"|||""|||"3a"|||||||||||||||||||"None"|0|0|0||||"C"|"High"|"Moderate"|"Fine-loamy, siliceous, acid, thermic Ultic Udarents"|"Entisols"|"Arents"|"Udarents"|"Ultic Udarents"|"fine-loamy"|"not used"|"not used"|"acid"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578238|24243056
0|2|5|"Kirvin"|"Series"|"No "|""|""|1|3|5|49|61|91|""||||"Class 1"|""|""|""|"No"|"Well drained"|61|92|122|80|150|220|"interfluves on coastal plains"||||18|19|19|1118|1220|1321||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578238|24243057
0|3|5|"Cuthbert"|"Series"|"No "|""|""|5|10|15|21|37|49|""||||"Class 1"|""|""|""|"No"|"Well drained"|61|92|122|80|150|220|"interfluves on coastal plains"||||18|19|19|1118|1220|1321||||||||""|||""|||"Not rated"|||||||||||||||||||"None"|||||||""|""|""|"Fine, mixed, semiactive, thermic Typic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Typic Hapludults"|"fine"|"not used"|"semiactive"|"not used"|"thermic"|"Udic"|"thermic"|"eleventh edition"|||||||"N/A"|"N/A"|||||578238|24243058
|100||"Pits"|"Miscellaneous area"|"Yes"|""|""|||||||""||0|8|"Class 1"|"Barren land"|"Culturally induced barren"|""|"No"|""|||||||"interfluves on coastal plains"||||||||||||||||8|""|||""|||"Not rated"|||||||||||||||||||""|||||||"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|||||||"N/A"|"N/A"|||||578239|24242970
0|20|40|"Tenaha"|"Series"|"No "|""|""|5|10|15|21|37|49|"Low"|4|134|2|"Class 1"|""|""|""|"No"|"Well drained"|91|137|183|80|150|220|"interfluves on coastal plains"||0.09||18|19|20|1016|1143|1270||||240|253|265|6|"e"|||""|||"7"|||||||||||||||||||"None"|0|0|0||||"B"|"High"|"Moderate"|"Loamy, siliceous, semiactive, thermic Arenic Hapludults"|"Ultisols"|"Udults"|"Hapludults"|"Arenic Hapludults"|"loamy"|"not used"|"semiactive"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578240|24242545
60|80|100|"Redsprings"|"Series"|"Yes"|""|""|2|4|5|49|55|91|"Medium"|4|56|5|"Class 1"|"Tree cover"|""|""|"No"|"Well drained"|91|122|152|80|150|220|"interfluves on coastal plains"||0.16||18|19|20|1016|1092|1168||||240|250|260|3|"e"|||""|||"6"|||||||||||||||||||"None"|0|0|0||||"C"|"Moderate"|"Moderate"|"Fine, kaolinitic, thermic Ultic Hapludalfs"|"Alfisols"|"Udalfs"|"Hapludalfs"|"Ultic Hapludalfs"|"fine"|"not used"|"not used"|"not used"|"thermic"|""|"thermic"|""|||||||"N/A"|"N/A"|||||578240|24242546
